Contract_ID,License_Type,Vendor,Start_Date,End_Date,Owner,Criticality,Days_to_Renewal,Renewal_Flag,Total_Users,Active_Users,Avg_Utilization_Pct,Total_Annual_Budget_USD,Total_Actual_Spend_USD,Spend%,Budget_Status,Total_True_Up_USD,Stages,Approval_Status,Max_Days_in_Stage
C-1367,Collaborator,Veloxa,02-11-2024,05-10-2026,Procurement,Medium,276,Normal,245,179,72.89,693,700,1.01010101,Exceeded,7,Execution,Approved,12
C-1368,Collaborator,Atlassify,05-07-2025,12-11-2026,IT,Critical,314,Normal,157,127,81.46,2637,2663,1.009859689,Exceeded,26,Execution,Approved,3
C-1369,Contributor,AWS,04-11-2023,16-04-2026,Procurement,High,104,Planning,145,132,91.59,3952,1625,0.411184211,Healthy,-2327,Approval,Approved,9
C-1370,Collaborator,Microsoft,04-06-2025,30-01-2027,IT,High,393,Normal,161,140,87.22,180,148,0.822222222,Near Limit,-32,Planning,Approved,15
C-1371,Collaborator,Microsoft,23-12-2023,22-05-2026,Procurement,Medium,140,Planning,161,114,71.09,5202,4030,0.774702038,Healthy,-1172,Planning,Pending,6
C-1372,Contributor,Microsoft,25-09-2023,13-08-2026,Procurement,High,223,Normal,182,152,83.33,7564,6531,0.863432047,Near Limit,-1033,Planning,Pending,11
C-1373,Contributor,AWS,04-08-2023,15-02-2026,Procurement,Critical,44,Warning,182,177,97.04,4851,1528,0.314986601,Healthy,-3323,Approval,Pending,6
C-1374,Collaborator,Microsoft,06-11-2024,11-07-2026,Procurement,Medium,190,Normal,161,131,81.27,4071,1627,0.399656104,Healthy,-2444,Negotiation,Approved,5
C-1375,Contributor,Microsoft,01-12-2024,21-01-2026,IT,Critical,19,Critical,182,38,20.94,4553,3739,0.82121678,Near Limit,-814,Execution,Approved,7
C-1376,Collaborator,Veloxa,04-04-2023,03-04-2026,IT,Critical,91,Planning,157,136,86.62,4204,1872,0.4452902,Healthy,-2332,Planning,Approved,13
C-1377,Collaborator,Nexaflow,28-05-2024,30-03-2026,Procurement,Critical,87,Warning,245,70,28.61,5522,6856,1.241579138,Exceeded,1334,Negotiation,Approved,15
C-1378,Collaborator,Microsoft,04-09-2024,22-07-2026,Finance,Medium,201,Normal,161,119,74.13,2372,579,0.244097808,Healthy,-1793,Negotiation,Pending,12
C-1379,Collaborator,Atlassify,01-09-2024,09-03-2026,Finance,High,66,Warning,157,25,16.11,1803,523,0.290072102,Healthy,-1280,Planning,Pending,14
C-1380,Contributor,Microsoft,18-04-2024,05-02-2026,Finance,Medium,34,Warning,182,158,86.84,180,128,0.711111111,Healthy,-52,Negotiation,Pending,12
C-1381,Contributor,Microsoft,14-12-2023,02-02-2026,IT,Medium,31,Warning,182,135,74.45,2709,1449,0.534883721,Healthy,-1260,Approval,Approved,13
C-1382,Collaborator,Databridge,14-06-2025,30-12-2026,Procurement,High,362,Normal,157,121,77.26,3012,454,0.150730412,Healthy,-2558,Planning,Pending,11
C-1383,Collaborator,Veloxa,02-03-2024,19-01-2027,Procurement,High,382,Normal,245,198,80.83,1346,1132,0.841010401,Near Limit,-214,Planning,Approved,11
C-1384,Collaborator,Cloudora,31-12-2024,22-09-2026,Finance,Critical,263,Normal,245,167,68.13,3788,2722,0.718585005,Healthy,-1066,Negotiation,Approved,6
C-1385,Contributor,Microsoft,23-09-2023,31-03-2026,IT,Medium,88,Warning,182,163,89.58,3465,1238,0.357287157,Healthy,-2227,Negotiation,Pending,17
C-1386,Full,Salesforce,26-09-2023,09-09-2026,Procurement,High,250,Normal,210,150,71.52,3550,971,0.273521127,Healthy,-2579,Planning,Pending,11
C-1387,Collaborator,Atlassify,25-06-2023,07-05-2026,IT,High,125,Planning,245,143,58.28,2091,1856,0.887613582,Near Limit,-235,Execution,Pending,7
C-1388,Contributor,Microsoft,16-05-2024,30-10-2026,IT,Medium,301,Normal,182,146,80.43,923,627,0.679306609,Healthy,-296,Negotiation,Pending,11
C-1389,Collaborator,Veloxa,01-12-2023,30-01-2026,Procurement,High,28,Critical,245,178,72.49,3418,2139,0.625804564,Healthy,-1279,Negotiation,Pending,13
C-1390,Collaborator,Veloxa,02-07-2024,02-04-2026,Procurement,Medium,90,Warning,245,195,79.65,5818,2870,0.493296666,Healthy,-2948,Negotiation,Pending,5
C-1391,Full,Salesforce,17-05-2025,30-07-2026,IT,Critical,209,Normal,210,160,76.19,334,294,0.880239521,Near Limit,-40,Planning,Pending,11
C-1392,Collaborator,Microsoft,21-03-2024,24-12-2026,Procurement,Medium,356,Normal,161,38,23.82,3408,1969,0.577758216,Healthy,-1439,Planning,Pending,9
C-1393,Contributor,Microsoft,01-07-2025,16-11-2026,IT,Medium,318,Normal,182,114,62.77,4388,4323,0.985186873,Near Limit,-65,Planning,Pending,17
C-1394,Full,AWS,23-07-2024,20-08-2026,IT,High,230,Normal,260,186,71.54,3630,2642,0.727823691,Healthy,-988,Planning,Pending,3
C-1395,Full,Salesforce,24-11-2024,22-12-2026,Finance,Critical,354,Normal,210,138,66.05,3944,3037,0.770030426,Healthy,-907,Planning,Approved,8
C-1396,Full,Microsoft,19-09-2023,21-05-2026,Finance,Critical,139,Planning,210,162,77.52,2164,1956,0.903881701,Near Limit,-208,Approval,Pending,17
C-1397,Full,AWS,15-12-2024,07-09-2026,IT,High,248,Normal,260,206,79.5,5162,3849,0.745641224,Healthy,-1313,Approval,Approved,4
C-1398,Contributor,Microsoft,13-07-2023,01-06-2026,Procurement,Medium,150,Planning,182,125,68.75,4174,1147,0.274796358,Healthy,-3027,Approval,Pending,3
C-1399,Collaborator,Atlassify,03-09-2023,31-05-2026,Finance,Critical,149,Planning,157,37,23.69,4168,3148,0.755278311,Healthy,-1020,Planning,Pending,4
C-1400,Collaborator,Nexaflow,02-06-2024,17-04-2026,Finance,High,105,Planning,245,198,80.91,959,210,0.218978102,Healthy,-749,Approval,Pending,5
C-1401,Collaborator,Prismly,04-04-2025,08-02-2027,Procurement,High,402,Normal,245,39,16.04,8014,6236,0.778138258,Healthy,-1778,Approval,Pending,6
C-1402,Collaborator,Prismly,17-05-2024,28-03-2026,Procurement,High,85,Warning,245,182,74.28,4373,4057,0.927738395,Near Limit,-316,Negotiation,Pending,12
C-1403,Collaborator,Databridge,01-06-2025,06-11-2026,IT,Critical,308,Normal,157,96,61.21,3733,3621,0.969997321,Near Limit,-112,Planning,Approved,5
C-1404,Contributor,AWS,11-07-2023,20-04-2026,Finance,Medium,108,Planning,145,136,93.93,6796,1661,0.244408476,Healthy,-5135,Planning,Pending,5
C-1405,Collaborator,Microsoft,31-01-2024,28-08-2026,Procurement,Medium,238,Normal,161,30,18.86,2219,845,0.380802163,Healthy,-1374,Planning,Pending,9
C-1406,Collaborator,Atlassify,23-06-2025,27-09-2026,Procurement,Medium,268,Normal,245,192,78.18,274,268,0.97810219,Near Limit,-6,Approval,Pending,8
C-1407,Collaborator,Salesforce,15-06-2023,17-01-2026,IT,Critical,15,Critical,245,51,20.84,4339,1782,0.410693708,Healthy,-2557,Approval,Pending,3
C-1408,Full,Salesforce,19-03-2023,20-03-2026,Finance,Critical,77,Warning,210,173,82.38,5551,2987,0.538101243,Healthy,-2564,Negotiation,Pending,7
C-1409,Collaborator,Cloudora,02-01-2024,30-11-2026,Finance,Medium,332,Normal,245,168,68.62,4534,3036,0.669607411,Healthy,-1498,Planning,Pending,13
C-1410,Collaborator,Microsoft,14-10-2023,22-09-2026,Procurement,Medium,263,Normal,161,126,78.23,180,170,0.944444444,Near Limit,-10,Planning,Pending,9
C-1411,Contributor,Microsoft,21-03-2025,21-08-2026,IT,Low,231,Normal,182,142,78.18,648,564,0.87037037,Near Limit,-84,Planning,Approved,4
C-1412,Collaborator,Cloudora,23-04-2023,15-04-2026,Procurement,High,103,Planning,245,188,76.84,6611,6237,0.943427621,Near Limit,-374,Planning,Pending,16
C-1413,Contributor,Microsoft,19-04-2023,14-02-2026,IT,Medium,43,Warning,182,138,76.1,4255,3208,0.753936545,Healthy,-1047,Planning,Pending,7
C-1414,Full,Salesforce,14-10-2023,12-05-2026,Finance,Medium,130,Planning,210,168,80.1,3734,681,0.182378147,Healthy,-3053,Negotiation,Pending,15
C-1415,Collaborator,Databridge,19-07-2023,05-01-2026,Finance,Critical,3,Critical,157,130,83.06,4703,4750,1.009993621,Exceeded,47,Planning,Pending,10
C-1416,Collaborator,Cloudora,29-05-2023,31-03-2026,IT,High,88,Warning,245,47,19.29,2197,1448,0.659080564,Healthy,-749,Negotiation,Pending,13
C-1417,Collaborator,AWS,24-07-2023,19-07-2026,Finance,High,198,Normal,161,114,70.84,2619,2286,0.872852234,Near Limit,-333,Negotiation,Pending,16
C-1418,Collaborator,Microsoft,25-10-2023,26-06-2026,Finance,High,175,Planning,161,116,72.46,394,73,0.185279188,Healthy,-321,Planning,Pending,13
C-1419,Contributor,Microsoft,29-08-2024,06-03-2026,Procurement,Medium,63,Warning,182,122,67.27,702,594,0.846153846,Near Limit,-108,Planning,Approved,6
C-1420,Full,AWS,27-04-2024,12-04-2026,IT,Critical,100,Planning,260,192,74.12,3334,3367,1.00989802,Exceeded,33,Approval,Approved,6
C-1421,Contributor,AWS,07-04-2025,09-09-2026,Procurement,Medium,250,Normal,182,156,85.86,4186,983,0.234830387,Healthy,-3203,Execution,Pending,4
C-1422,Collaborator,Salesforce,19-01-2024,26-06-2026,Procurement,High,175,Planning,98,79,81.33,2754,2340,0.849673203,Near Limit,-414,Planning,Pending,10
C-1423,Full,Salesforce,15-07-2024,29-01-2027,IT,Critical,392,Normal,210,141,67.48,3677,1890,0.514005983,Healthy,-1787,Planning,Pending,13
C-1424,Collaborator,Prismly,18-01-2024,28-05-2026,IT,Medium,146,Planning,157,108,69.11,262,77,0.29389313,Healthy,-185,Approval,Pending,9
C-1425,Collaborator,Microsoft,06-11-2024,08-11-2026,IT,Critical,310,Normal,161,20,12.66,363,341,0.939393939,Near Limit,-22,Planning,Pending,10
C-1426,Collaborator,Cloudora,21-02-2024,17-01-2026,IT,High,15,Critical,98,20,21.33,2714,1743,0.642225497,Healthy,-971,Execution,Approved,4
C-1427,Collaborator,Prismly,23-08-2024,20-04-2026,Procurement,Medium,108,Planning,245,172,70.04,1894,2200,1.16156283,Exceeded,306,Execution,Pending,14
C-1428,Contributor,AWS,30-09-2024,02-12-2026,Finance,Medium,334,Normal,145,140,96.76,473,906,1.915433404,Exceeded,433,Planning,Pending,10
C-1429,Full,Salesforce,05-04-2023,30-01-2026,IT,Critical,28,Critical,210,160,76.52,2652,2376,0.895927602,Near Limit,-276,Approval,Pending,7
C-1430,Full,Salesforce,20-02-2024,06-11-2026,Finance,Medium,308,Normal,210,121,58,389,137,0.35218509,Healthy,-252,Planning,Pending,14
C-1431,Contributor,Microsoft,22-10-2023,07-07-2026,Finance,High,186,Normal,182,147,80.65,2681,1780,0.663931369,Healthy,-901,Negotiation,Approved,9
C-1432,Collaborator,Microsoft,13-09-2024,11-01-2027,IT,Medium,374,Normal,161,112,70.04,180,82,0.455555556,Healthy,-98,Planning,Pending,17
C-1433,Contributor,Microsoft,24-07-2024,09-11-2026,Procurement,Medium,311,Normal,182,128,70.56,7625,3462,0.454032787,Healthy,-4163,Approval,Approved,15
C-1434,Contributor,Microsoft,07-12-2023,04-08-2026,IT,High,214,Normal,182,137,75.49,1330,1343,1.009774436,Exceeded,13,Planning,Pending,16
C-1435,Contributor,AWS,01-11-2023,18-07-2026,Procurement,High,197,Normal,182,155,85.36,4670,2912,0.623554604,Healthy,-1758,Planning,Pending,9
C-1436,Collaborator,Salesforce,17-07-2023,06-01-2026,IT,Medium,4,Critical,98,90,92.14,3332,8974,2.693277311,Exceeded,5642,Planning,Pending,6
C-1437,Collaborator,Microsoft,30-06-2024,05-01-2026,Finance,High,3,Critical,161,41,25.5,4974,4300,0.864495376,Near Limit,-674,Planning,Pending,5
C-1438,Full,Salesforce,20-08-2023,01-05-2026,Finance,Critical,119,Planning,210,160,76.57,3303,3336,1.009990917,Exceeded,33,Planning,Approved,12
C-1439,Collaborator,Nexaflow,13-02-2025,14-12-2026,Finance,Medium,346,Normal,245,173,70.7,3268,1852,0.566707466,Healthy,-1416,Planning,Approved,3
C-1440,Contributor,Microsoft,27-12-2024,21-01-2027,IT,Critical,384,Normal,182,131,72.31,4524,969,0.214190981,Healthy,-3555,Execution,Pending,10
C-1441,Collaborator,Microsoft,25-11-2023,04-03-2026,Procurement,Medium,61,Warning,161,119,74.13,2868,700,0.244072524,Healthy,-2168,Planning,Pending,3
C-1442,Contributor,Microsoft,19-08-2023,07-08-2026,Procurement,Medium,217,Normal,182,153,84.16,3443,716,0.207958176,Healthy,-2727,Planning,Pending,17
C-1443,Contributor,Atlassify,19-03-2024,11-02-2026,Finance,High,40,Warning,320,45,14.12,465,470,1.010752688,Exceeded,5,Planning,Approved,8
C-1444,Collaborator,Nexaflow,25-10-2024,06-05-2026,IT,Medium,124,Planning,245,198,80.95,4754,3307,0.695624737,Healthy,-1447,Approval,Approved,13
C-1445,Contributor,AWS,24-08-2025,15-02-2027,Finance,High,409,Normal,145,136,94,398,372,0.934673367,Near Limit,-26,Negotiation,Pending,17
C-1446,Contributor,Microsoft,24-04-2025,04-05-2026,IT,Medium,122,Planning,182,151,82.89,2271,739,0.32540731,Healthy,-1532,Planning,Pending,3
C-1447,Contributor,Microsoft,14-07-2025,18-09-2026,IT,Medium,259,Normal,182,147,80.81,10337,11289,1.092096353,Exceeded,952,Approval,Approved,14
C-1448,Contributor,Salesforce,14-01-2024,31-07-2026,Procurement,Critical,210,Normal,320,235,73.66,10297,14135,1.372729921,Exceeded,3838,Planning,Pending,16
C-1449,Collaborator,Microsoft,12-12-2024,22-02-2026,Procurement,High,51,Warning,161,126,78.29,4582,1839,0.401353121,Healthy,-2743,Planning,Pending,3
C-1450,Collaborator,Microsoft,04-06-2024,07-04-2026,IT,Medium,95,Planning,161,46,29.09,1078,947,0.878478664,Near Limit,-131,Execution,Approved,5
C-1451,Full,AWS,18-01-2025,09-02-2027,Procurement,Critical,403,Normal,260,67,26.12,4372,28418,6.5,Exceeded,24046,Approval,Pending,11
C-1452,Collaborator,Microsoft,21-10-2024,29-04-2026,Procurement,Medium,117,Planning,161,130,81.2,1534,547,0.356584094,Healthy,-987,Approval,Pending,17
C-1453,Collaborator,Veloxa,13-12-2023,15-09-2026,Finance,Low,256,Normal,245,193,78.59,362,366,1.011049724,Exceeded,4,Planning,Pending,4
C-1454,Collaborator,Nexaflow,23-05-2024,24-10-2026,Finance,Critical,295,Normal,245,190,77.57,2545,2081,0.817681729,Near Limit,-464,Negotiation,Pending,12
C-1455,Contributor,AWS,09-10-2024,15-05-2026,Finance,High,133,Planning,145,119,82.07,4279,1359,0.31759757,Healthy,-2920,Approval,Approved,6
C-1456,Collaborator,Microsoft,16-05-2023,26-04-2026,Procurement,High,114,Planning,161,27,17.25,1896,1132,0.597046414,Healthy,-764,Negotiation,Pending,14
C-1457,Collaborator,Microsoft,26-10-2023,10-04-2026,Finance,Critical,98,Planning,161,103,64.39,3272,3305,1.010085575,Exceeded,33,Planning,Pending,12
C-1458,Collaborator,Microsoft,29-05-2025,02-02-2027,IT,High,396,Normal,161,141,87.9,5968,5001,0.837969169,Near Limit,-967,Planning,Pending,4
C-1459,Collaborator,Cloudora,30-01-2024,19-07-2026,Finance,Medium,198,Normal,157,108,69.24,4614,4105,0.889683572,Near Limit,-509,Approval,Pending,13
C-1460,Collaborator,Microsoft,10-03-2023,11-03-2026,IT,High,68,Warning,161,112,70.04,4262,1115,0.261614266,Healthy,-3147,Execution,Approved,5
C-1461,Contributor,AWS,01-03-2025,10-09-2026,Finance,High,251,Normal,145,93,64.69,348,181,0.520114943,Healthy,-167,Planning,Pending,5
C-1462,Contributor,Microsoft,21-09-2024,12-11-2026,IT,Critical,314,Normal,182,121,66.67,5031,3085,0.613198171,Healthy,-1946,Planning,Pending,4
C-1463,Full,Salesforce,27-09-2024,18-03-2026,Finance,Medium,75,Warning,210,141,67.38,571,447,0.782837128,Healthy,-124,Planning,Pending,14
C-1464,Contributor,Microsoft,29-11-2024,10-06-2026,Procurement,High,159,Planning,182,153,84.32,1335,461,0.345318352,Healthy,-874,Planning,Pending,10
C-1465,Collaborator,Microsoft,15-10-2023,29-06-2026,IT,Medium,178,Planning,161,103,64.02,229,226,0.986899563,Near Limit,-3,Planning,Pending,3
C-1466,Collaborator,Microsoft,02-07-2024,13-09-2026,Procurement,High,254,Normal,161,110,68.24,2875,1529,0.531826087,Healthy,-1346,Execution,Pending,5
C-1467,Contributor,AWS,30-05-2025,27-01-2027,Finance,High,390,Normal,182,149,81.74,394,182,0.461928934,Healthy,-212,Planning,Pending,17
C-1468,Collaborator,Prismly,14-06-2024,29-12-2026,Procurement,Medium,361,Normal,245,209,85.31,2688,2473,0.920014881,Near Limit,-215,Execution,Pending,13
C-1469,Collaborator,Cloudora,29-10-2023,03-01-2026,Finance,Critical,1,Critical,157,128,81.72,5440,1521,0.279595588,Healthy,-3919,Approval,Pending,14
C-1470,Collaborator,Nexaflow,07-01-2024,04-05-2026,IT,High,122,Planning,245,199,81.03,643,346,0.538102644,Healthy,-297,Planning,Pending,14
C-1471,Collaborator,Nexaflow,07-11-2024,19-04-2026,IT,Medium,107,Planning,157,101,64.84,3361,1464,0.435584647,Healthy,-1897,Negotiation,Pending,11
C-1472,Collaborator,Prismly,08-11-2024,09-08-2026,Finance,Medium,219,Normal,245,167,68.25,180,121,0.672222222,Healthy,-59,Planning,Pending,6
C-1473,Full,Salesforce,11-07-2025,17-08-2026,IT,Critical,227,Normal,210,146,69.52,1436,969,0.674791086,Healthy,-467,Approval,Approved,10
C-1474,Collaborator,Cloudora,31-12-2023,22-11-2026,Procurement,Medium,324,Normal,98,75,77.45,650,147,0.226153846,Healthy,-503,Planning,Pending,12
C-1475,Full,Salesforce,27-05-2025,24-09-2026,Finance,High,265,Normal,210,38,18.1,5339,3922,0.734594493,Healthy,-1417,Negotiation,Pending,12
C-1476,Collaborator,Atlassify,05-08-2023,10-07-2026,IT,Critical,189,Normal,157,107,68.41,3224,1530,0.474565757,Healthy,-1694,Approval,Approved,8
C-1477,Collaborator,Microsoft,05-04-2025,26-11-2026,IT,Critical,328,Normal,161,114,71.15,6934,7003,1.009950966,Exceeded,69,Execution,Approved,10
C-1478,Contributor,Microsoft,12-10-2023,13-04-2026,Finance,High,101,Planning,182,150,82.62,2876,1637,0.569193324,Healthy,-1239,Negotiation,Approved,8
C-1479,Collaborator,Prismly,01-12-2023,26-04-2026,Procurement,High,114,Planning,157,140,89.3,414,63,0.152173913,Healthy,-351,Approval,Approved,15
C-1480,Contributor,Microsoft,26-11-2023,20-03-2026,IT,Critical,77,Warning,182,157,86.35,1203,1910,1.587697423,Exceeded,707,Planning,Pending,4
C-1481,Collaborator,Atlassify,25-12-2024,14-06-2026,Finance,Medium,163,Planning,157,42,27.32,2166,1396,0.644506002,Healthy,-770,Planning,Pending,16
C-1482,Collaborator,Microsoft,22-04-2023,28-03-2026,Procurement,Critical,85,Warning,161,146,90.76,1214,1050,0.86490939,Near Limit,-164,Planning,Pending,11
C-1483,Contributor,Microsoft,08-06-2024,19-04-2026,Procurement,High,107,Planning,182,132,72.42,3295,3112,0.944461305,Near Limit,-183,Approval,Pending,15
C-1484,Collaborator,Microsoft,05-08-2023,18-04-2026,Procurement,Critical,106,Planning,161,118,73.76,4020,2988,0.743283582,Healthy,-1032,Planning,Pending,15
C-1485,Contributor,Microsoft,17-05-2025,14-11-2026,Procurement,High,316,Normal,182,129,70.72,813,723,0.889298893,Near Limit,-90,Approval,Pending,16
C-1486,Collaborator,Atlassify,15-05-2024,06-01-2027,IT,High,369,Normal,245,210,85.47,3621,1893,0.522783761,Healthy,-1728,Planning,Pending,15
C-1487,Collaborator,Microsoft,09-04-2024,14-01-2026,Finance,High,12,Critical,161,124,77.36,1013,1023,1.009871668,Exceeded,10,Planning,Pending,16
C-1488,Collaborator,Nexaflow,25-04-2024,04-04-2026,IT,Critical,92,Planning,157,118,75.61,4033,4073,1.009918175,Exceeded,40,Planning,Approved,5
C-1489,Full,Salesforce,28-08-2024,11-10-2026,IT,Low,282,Normal,210,146,69.52,3870,2415,0.624031008,Healthy,-1455,Execution,Approved,8
C-1490,Collaborator,Databridge,04-08-2024,06-04-2026,Finance,Medium,94,Planning,157,113,71.97,497,452,0.90945674,Near Limit,-45,Planning,Pending,5
C-1491,Collaborator,Microsoft,19-08-2025,03-01-2027,IT,Critical,366,Normal,161,99,61.91,4026,4066,1.00993542,Exceeded,40,Negotiation,Pending,6
C-1492,Collaborator,Salesforce,03-08-2023,09-06-2026,IT,High,158,Planning,98,79,80.61,4332,2522,0.582179132,Healthy,-1810,Negotiation,Pending,4
C-1493,Collaborator,Microsoft,22-06-2024,10-03-2026,Procurement,Medium,67,Warning,161,121,75.12,3011,651,0.21620724,Healthy,-2360,Approval,Approved,6
C-1494,Collaborator,Microsoft,08-04-2024,16-01-2026,IT,High,14,Critical,161,144,89.64,6615,6681,1.009977324,Exceeded,66,Approval,Approved,14
C-1495,Collaborator,Databridge,06-08-2024,18-10-2026,Procurement,High,289,Normal,157,104,66.82,4205,1077,0.256123662,Healthy,-3128,Planning,Pending,7
C-1496,Collaborator,Veloxa,19-10-2024,01-01-2027,Finance,High,364,Normal,245,36,14.65,586,446,0.76109215,Healthy,-140,Negotiation,Pending,7
C-1497,Collaborator,Prismly,26-02-2025,24-01-2027,Procurement,Critical,387,Normal,245,196,80.02,2990,2546,0.851505017,Near Limit,-444,Planning,Approved,13
C-1498,Collaborator,Salesforce,23-07-2024,28-09-2026,IT,Medium,269,Normal,98,71,72.86,2479,1056,0.425978217,Healthy,-1423,Execution,Approved,14
C-1499,Collaborator,Salesforce,02-03-2024,02-02-2026,IT,High,31,Warning,245,189,77.13,3043,698,0.229378902,Healthy,-2345,Planning,Pending,7
C-1500,Contributor,AWS,13-04-2025,13-10-2026,IT,High,284,Normal,145,123,85.31,1448,218,0.150552486,Healthy,-1230,Planning,Approved,7
C-1501,Collaborator,Nexaflow,06-12-2023,28-10-2026,IT,Medium,299,Normal,245,158,64.67,7761,7109,0.915990207,Near Limit,-652,Negotiation,Approved,5
C-1502,Contributor,AWS,29-11-2023,14-10-2026,IT,High,285,Normal,145,135,93.52,4463,7562,1.69437598,Exceeded,3099,Negotiation,Pending,8
C-1503,Collaborator,Atlassify,28-05-2025,19-09-2026,IT,High,260,Normal,245,33,13.43,474,529,1.116033755,Exceeded,55,Planning,Pending,3
C-1504,Collaborator,Microsoft,27-04-2024,22-09-2026,IT,High,263,Normal,161,45,28.04,2837,2524,0.889672189,Near Limit,-313,Planning,Approved,11
C-1505,Contributor,Microsoft,29-11-2024,02-04-2026,Procurement,Medium,90,Warning,182,150,82.35,416,483,1.161057692,Exceeded,67,Planning,Pending,7
C-1506,Collaborator,Microsoft,27-10-2025,04-11-2026,IT,Medium,306,Normal,161,113,70.22,2506,1247,0.497605746,Healthy,-1259,Planning,Pending,4
C-1507,Collaborator,Prismly,19-10-2023,02-09-2026,IT,High,243,Normal,245,176,71.88,6946,6712,0.966311546,Near Limit,-234,Approval,Approved,12
C-1508,Collaborator,Microsoft,11-01-2025,18-02-2027,Finance,Medium,412,Normal,161,123,76.67,987,495,0.501519757,Healthy,-492,Approval,Pending,14
C-1509,Collaborator,Prismly,31-12-2023,12-03-2026,Procurement,Medium,69,Warning,245,36,14.86,13156,10802,0.821070234,Near Limit,-2354,Planning,Pending,4
C-1510,Collaborator,Microsoft,25-08-2024,28-01-2027,Procurement,Critical,391,Normal,161,136,84.37,1102,689,0.62522686,Healthy,-413,Approval,Pending,7
C-1511,Contributor,Microsoft,25-08-2024,30-05-2026,Finance,Critical,148,Planning,182,147,80.59,3047,3077,1.00984575,Exceeded,30,Approval,Approved,6
C-1512,Collaborator,Microsoft,05-04-2024,28-02-2026,IT,Critical,57,Warning,161,112,69.79,257,815,3.171206226,Exceeded,558,Approval,Pending,16
C-1513,Collaborator,Atlassify,16-04-2025,31-10-2026,IT,Medium,302,Normal,245,207,84.62,662,288,0.435045317,Healthy,-374,Planning,Approved,6
C-1514,Collaborator,Salesforce,21-09-2023,06-03-2026,Finance,Critical,63,Warning,98,70,71.84,2473,2104,0.850788516,Near Limit,-369,Planning,Approved,8
C-1515,Collaborator,Atlassify,22-11-2024,21-10-2026,Procurement,Medium,292,Normal,157,26,16.69,1162,1174,1.010327022,Exceeded,12,Approval,Approved,16
C-1516,Contributor,Microsoft,18-08-2024,08-01-2026,Finance,Medium,6,Critical,182,132,72.42,2122,1196,0.563619227,Healthy,-926,Planning,Pending,12
C-1517,Contributor,Microsoft,16-07-2024,24-10-2026,Procurement,High,295,Normal,182,130,71.27,3993,1448,0.362634611,Healthy,-2545,Planning,Pending,7
C-1518,Contributor,Microsoft,14-07-2023,07-06-2026,IT,Medium,156,Planning,182,136,74.84,5054,4774,0.944598338,Near Limit,-280,Negotiation,Approved,4
C-1519,Full,Salesforce,19-11-2024,04-01-2026,Finance,Medium,2,Critical,210,162,77.57,1880,1899,1.010106383,Exceeded,19,Planning,Pending,14
C-1520,Contributor,Microsoft,12-12-2025,22-01-2027,Finance,Medium,385,Normal,182,138,75.82,4119,2503,0.607671765,Healthy,-1616,Approval,Pending,17
C-1521,Contributor,Microsoft,16-09-2023,22-01-2026,Finance,High,20,Critical,182,174,95.56,2325,5355,2.303225806,Exceeded,3030,Planning,Pending,13
C-1522,Contributor,AWS,27-12-2025,24-02-2027,IT,Medium,418,Normal,145,145,100,3672,614,0.167211329,Healthy,-3058,Approval,Pending,5
C-1523,Collaborator,Nexaflow,31-12-2023,15-11-2026,IT,Medium,317,Normal,245,179,72.98,5322,5375,1.009958662,Exceeded,53,Planning,Approved,16
C-1524,Contributor,Microsoft,23-01-2024,01-04-2026,Finance,Critical,89,Warning,182,146,80.37,1586,516,0.325346784,Healthy,-1070,Execution,Pending,3
C-1525,Collaborator,Databridge,22-05-2024,10-09-2026,Procurement,High,251,Normal,245,165,67.28,3418,872,0.255119953,Healthy,-2546,Planning,Pending,4
C-1526,Contributor,Microsoft,31-07-2023,06-06-2026,Finance,Critical,155,Planning,182,128,70.34,2328,2251,0.966924399,Near Limit,-77,Approval,Pending,11
C-1527,Collaborator,Prismly,25-11-2024,07-02-2026,IT,Medium,36,Warning,245,166,67.77,5049,4108,0.813626461,Near Limit,-941,Approval,Approved,3
C-1528,Contributor,Microsoft,08-03-2024,12-02-2027,Procurement,Critical,406,Normal,182,38,20.83,5771,14284,2.475134292,Exceeded,8513,Approval,Approved,13
C-1529,Collaborator,Microsoft,22-03-2025,09-08-2026,Finance,Medium,219,Normal,161,123,76.43,3964,1489,0.375630676,Healthy,-2475,Execution,Pending,9
C-1530,Collaborator,Databridge,06-02-2025,24-01-2027,Procurement,Critical,387,Normal,245,182,74.36,1392,1406,1.010057471,Exceeded,14,Planning,Approved,7
C-1531,Collaborator,Microsoft,14-12-2023,18-01-2026,Finance,Critical,16,Critical,161,35,21.71,5501,1126,0.204690056,Healthy,-4375,Planning,Approved,3
C-1532,Collaborator,Cloudora,03-06-2024,29-03-2026,Procurement,High,86,Warning,157,132,84.39,1515,253,0.1669967,Healthy,-1262,Planning,Pending,6
C-1533,Collaborator,Microsoft,12-08-2024,19-04-2026,Procurement,Medium,107,Planning,161,117,72.64,8158,7759,0.951090954,Near Limit,-399,Approval,Pending,4
C-1534,Collaborator,Cloudora,20-08-2024,19-08-2026,Finance,Medium,229,Normal,245,163,66.38,3600,3098,0.860555556,Near Limit,-502,Planning,Pending,10
C-1535,Collaborator,Cloudora,29-01-2025,08-05-2026,Finance,Critical,126,Planning,245,170,69.52,6251,2967,0.474644057,Healthy,-3284,Planning,Approved,3
